feature,importance
component_84__radius__min__min,0.0
component_85__curvature__q3__std,0.0
component_84__radius__median__std,0.0
component_85__curvature__q3__max,0.0
component_84__radius__min__std,0.0
component_85__curvature__q3__count,0.0
component_85__curvature__max__mean,0.0
component_85__curvature__max__std,0.0
component_84__radius__min__mean,0.0
component_85__curvature__max__min,0.0
component_85__curvature__max__max,0.0
component_85__curvature__max__count,0.0
component_86__radius__mean__mean,0.0
component_84__radius__median__count,0.0
component_86__radius__mean__std,0.0
component_84__radius__median__max,0.0
component_86__radius__mean__min,0.0
component_86__radius__mean__max,0.0
component_85__curvature__q3__min,0.0
component_83__curvature__min__max,0.0
component_83__curvature__min__min,0.0
component_86__tortuosity__std,0.0
component_86__tortuosity__min,0.0
component_86__tortuosity__max,0.0
component_83__curvature__min__std,0.0
component_86__tortuosity__count,0.0
component_86__volume__mean,0.0
component_86__volume__std,0.0
component_86__volume__min,0.0
component_83__curvature__min__mean,0.0
component_83__curvature__median__count,0.0
component_86__volume__max,0.0
component_83__curvature__median__max,0.0
component_86__volume__count,0.0
component_83__curvature__max__min,0.0
component_83__curvature__median__min,0.0
component_83__curvature__median__std,0.0
component_83__curvature__median__mean,0.0
component_86__curvature__mean__std,0.0
component_83__curvature__sd__count,0.0
component_83__curvature__sd__max,0.0
component_86__curvature__mean__min,0.0
component_86__curvature__mean__max,0.0
component_86__curvature__mean__count,0.0
component_83__curvature__sd__min,0.0
component_83__curvature__sd__std,0.0
component_83__curvature__sd__mean,0.0
component_86__curvature__sd__mean,0.0
component_86__curvature__sd__std,0.0
component_83__curvature__mean__count,0.0
component_86__curvature__mean__mean,0.0
component_83__curvature__max__std,0.0
component_83__curvature__max__mean,0.0
component_86__radius__q1__min,0.0
component_86__radius__q1__max,0.0
component_83__curvature__q3__count,0.0
component_86__radius__q1__count,0.0
component_83__curvature__q3__max,0.0
component_86__radius__q3__mean,0.0
component_86__radius__q3__std,0.0
component_83__curvature__q3__min,0.0
component_86__radius__q3__min,0.0
component_83__curvature__q3__std,0.0
component_86__radius__q3__max,0.0
component_86__radius__q3__count,0.0
component_83__curvature__q3__mean,0.0
component_86__tortuosity__mean,0.0
component_86__radius__max__mean,0.0
component_86__radius__max__std,0.0
component_86__radius__max__min,0.0
component_83__curvature__q1__max,0.0
component_86__radius__max__max,0.0
component_86__radius__max__count,0.0
component_86__length__mean,0.0
component_83__curvature__q1__min,0.0
component_83__curvature__q1__std,0.0
component_86__length__std,0.0
component_86__length__min,0.0
component_83__curvature__q1__mean,0.0
component_86__length__max,0.0
component_83__curvature__min__count,0.0
component_86__length__count,0.0
component_83__curvature__q1__count,0.0
component_84__curvature__mean__count,0.0
component_85__radius__mean__min,0.0
component_84__curvature__mean__max,0.0
component_85__radius__mean__max,0.0
component_85__radius__mean__count,0.0
component_85__radius__sd__mean,0.0
component_85__radius__sd__std,0.0
component_84__curvature__mean__min,0.0
component_85__radius__sd__min,0.0
component_85__radius__sd__max,0.0
component_85__radius__sd__count,0.0
component_85__radius__median__mean,0.0
component_85__radius__median__std,0.0
component_85__radius__median__min,0.0
component_85__radius__median__max,0.0
component_85__curvature__median__count,0.0
component_84__curvature__mean__std,0.0
component_85__radius__min__mean,0.0
component_85__radius__min__std,0.0
component_84__curvature__mean__mean,0.0
component_85__radius__min__min,0.0
component_84__volume__count,0.0
component_85__radius__min__max,0.0
component_85__radius__min__count,0.0
component_85__radius__q1__mean,0.0
component_85__radius__q1__std,0.0
component_84__volume__max,0.0
component_85__radius__q1__min,0.0
component_85__radius__q1__max,0.0
component_85__radius__q1__count,0.0
component_84__volume__min,0.0
component_85__radius__median__count,0.0
component_84__curvature__min__count,0.0
component_84__curvature__min__max,0.0
component_84__curvature__min__min,0.0
component_84__curvature__min__std,0.0
component_84__curvature__q1__mean,0.0
component_84__curvature__min__mean,0.0
component_84__curvature__median__count,0.0
component_84__curvature__q1__std,0.0
component_84__curvature__q1__min,0.0
component_84__curvature__median__max,0.0
component_84__curvature__q1__max,0.0
component_84__curvature__median__min,0.0
component_84__curvature__q1__count,0.0
component_84__curvature__median__std,0.0
component_84__curvature__q3__mean,0.0
component_84__curvature__sd__mean,0.0
component_84__curvature__sd__count,0.0
component_84__curvature__q3__std,0.0
component_84__curvature__q3__min,0.0
component_84__curvature__q3__max,0.0
component_84__curvature__sd__max,0.0
component_84__curvature__q3__count,0.0
component_84__curvature__max__mean,0.0
component_84__curvature__max__std,0.0
component_84__curvature__max__min,0.0
component_84__curvature__sd__min,0.0
component_84__curvature__max__max,0.0
component_84__curvature__max__count,0.0
component_85__radius__mean__mean,0.0
component_85__radius__mean__std,0.0
component_84__curvature__sd__std,0.0
component_84__curvature__median__mean,0.0
component_85__tortuosity__mean,0.0
component_85__tortuosity__std,0.0
component_84__radius__q3__max,0.0
component_85__tortuosity__min,0.0
component_85__tortuosity__max,0.0
component_85__tortuosity__count,0.0
component_85__volume__mean,0.0
component_85__volume__std,0.0
component_85__volume__min,0.0
component_85__volume__max,0.0
component_84__radius__q3__std,0.0
component_85__volume__count,0.0
component_84__radius__q3__mean,0.0
component_85__curvature__mean__mean,0.0
component_85__curvature__mean__std,0.0
component_85__radius__q3__mean,0.0
component_85__curvature__mean__min,0.0
component_85__curvature__mean__max,0.0
component_85__curvature__mean__count,0.0
component_85__curvature__sd__mean,0.0
component_85__curvature__sd__std,0.0
component_84__radius__q1__min,0.0
component_85__curvature__sd__min,0.0
component_85__curvature__sd__max,0.0
component_85__curvature__sd__count,0.0
component_84__radius__q1__std,0.0
component_85__curvature__median__mean,0.0
component_85__curvature__median__std,0.0
component_85__curvature__median__min,0.0
component_85__curvature__median__max,0.0
component_84__radius__q1__mean,0.0
component_84__radius__q1__count,0.0
component_85__radius__q3__std,0.0
component_84__volume__std,0.0
component_84__volume__mean,0.0
component_85__radius__q3__min,0.0
component_85__radius__q3__max,0.0
component_85__radius__q3__count,0.0
component_85__radius__max__mean,0.0
component_84__tortuosity__count,0.0
component_84__tortuosity__max,0.0
component_85__radius__max__std,0.0
component_84__tortuosity__min,0.0
component_84__tortuosity__std,0.0
component_84__tortuosity__mean,0.0
component_84__length__count,0.0
component_85__radius__max__min,0.0
component_85__length__count,0.0
component_84__length__max,0.0
component_84__length__min,0.0
component_85__radius__max__count,0.0
component_84__length__std,0.0
component_85__length__mean,0.0
component_84__length__mean,0.0
component_84__radius__max__count,0.0
component_85__length__std,0.0
component_84__radius__max__max,0.0
component_84__radius__max__min,0.0
component_85__length__min,0.0
component_84__radius__max__std,0.0
component_85__length__max,0.0
component_84__radius__max__mean,0.0
component_84__radius__q3__count,0.0
component_85__radius__max__max,0.0
component_82__curvature__sd__mean,0.0
component_87__curvature__mean__min,0.0
component_87__curvature__mean__max,0.0
component_87__curvature__mean__count,0.0
component_82__curvature__mean__max,0.0
component_87__curvature__sd__mean,0.0
component_82__curvature__mean__min,0.0
component_82__curvature__mean__std,0.0
component_87__curvature__sd__std,0.0
component_87__curvature__sd__min,0.0
component_82__curvature__mean__mean,0.0
component_82__volume__count,0.0
component_82__volume__max,0.0
component_82__volume__min,0.0
component_82__volume__std,0.0
component_83__curvature__mean__max,0.0
component_82__volume__mean,0.0
component_82__tortuosity__count,0.0
component_82__tortuosity__max,0.0
component_87__curvature__sd__count,0.0
component_87__curvature__median__mean,0.0
component_87__curvature__median__std,0.0
component_87__curvature__median__min,0.0
component_87__curvature__median__max,0.0
component_82__tortuosity__min,0.0
component_87__curvature__median__count,0.0
component_87__curvature__min__mean,0.0
component_82__tortuosity__std,0.0
component_82__tortuosity__mean,0.0
component_82__length__count,0.0
component_82__length__max,0.0
component_87__curvature__sd__max,0.0
component_82__curvature__q3__std,0.0
component_82__curvature__q3__mean,0.0
component_87__tortuosity__std,0.0
component_87__tortuosity__min,0.0
component_82__curvature__q1__count,0.0
component_87__tortuosity__max,0.0
component_87__tortuosity__count,0.0
component_82__curvature__q1__max,0.0
component_87__volume__mean,0.0
component_82__curvature__q1__min,0.0
component_82__curvature__q1__std,0.0
component_82__curvature__q1__mean,0.0
component_87__volume__std,0.0
component_82__curvature__min__count,0.0
component_82__curvature__min__max,0.0
component_87__curvature__mean__std,0.0
component_82__curvature__min__std,0.0
component_82__curvature__min__mean,0.0
component_82__curvature__median__count,0.0
component_82__curvature__median__max,0.0
component_82__curvature__median__min,0.0
component_87__volume__min,0.0
component_82__curvature__median__std,0.0
component_87__volume__max,0.0
component_82__curvature__median__mean,0.0
component_82__curvature__sd__count,0.0
component_82__curvature__sd__max,0.0
component_82__curvature__sd__min,0.0
component_82__curvature__sd__std,0.0
component_87__volume__count,0.0
component_87__curvature__mean__mean,0.0
component_82__curvature__min__min,0.0
component_88__radius__mean__count,0.0
component_82__radius__q3__min,0.0
component_82__radius__q3__std,0.0
component_88__radius__sd__mean,0.0
component_82__radius__q3__mean,0.0
component_82__radius__q1__count,0.0
component_82__radius__q1__max,0.0
component_82__radius__q1__min,0.0
component_82__radius__q1__std,0.0
component_82__radius__q1__mean,0.0
component_82__radius__min__max,0.0
component_88__radius__sd__std,0.0
component_82__radius__min__min,0.0
component_88__radius__sd__min,0.0
component_88__radius__sd__max,0.0
component_82__length__min,0.0
component_88__radius__median__mean,0.0
component_82__radius__min__std,0.0
component_82__radius__min__mean,0.0
component_82__radius__median__count,0.0
component_88__radius__median__std,0.0
component_88__radius__median__min,0.0
component_82__radius__median__max,0.0
component_82__radius__median__min,0.0
component_88__radius__median__max,0.0
component_82__radius__median__std,0.0
component_88__radius__median__count,0.0
component_82__radius__median__mean,0.0
component_88__radius__min__mean,0.0
component_82__radius__sd__count,0.0
component_82__radius__sd__max,0.0
component_88__radius__sd__count,0.0
component_82__length__std,0.0
component_82__length__mean,0.0
component_87__curvature__min__std,0.0
component_82__radius__max__count,0.0
component_87__curvature__min__min,0.0
component_82__radius__max__max,0.0
component_87__curvature__min__max,0.0
component_87__curvature__min__count,0.0
component_87__curvature__q1__mean,0.0
component_87__curvature__q1__std,0.0
component_87__curvature__q1__min,0.0
component_87__curvature__q1__max,0.0
component_87__curvature__q1__count,0.0
component_82__radius__max__min,0.0
component_87__curvature__q3__mean,0.0
component_88__radius__mean__max,0.0
component_82__radius__max__std,0.0
component_87__curvature__q3__min,0.0
component_87__curvature__q3__max,0.0
component_87__curvature__q3__count,0.0
component_87__curvature__max__mean,0.0
component_82__radius__max__mean,0.0
component_82__radius__q3__count,0.0
component_87__curvature__max__std,0.0
component_87__curvature__max__min,0.0
component_87__curvature__max__max,0.0
component_87__curvature__max__count,0.0
component_88__radius__mean__mean,0.0
component_88__radius__mean__std,0.0
component_82__radius__q3__max,0.0
component_88__radius__mean__min,0.0
component_87__curvature__q3__std,0.0
component_83__length__max,0.0
component_86__curvature__q3__mean,0.0
component_86__curvature__q3__std,0.0
component_83__length__min,0.0
component_83__length__std,0.0
component_86__curvature__q3__min,0.0
component_83__length__mean,0.0
component_86__curvature__q3__max,0.0
component_86__curvature__q3__count,0.0
component_83__radius__max__count,0.0
component_86__curvature__max__mean,0.0
component_86__curvature__max__std,0.0
component_86__curvature__max__min,0.0
component_86__curvature__max__max,0.0
component_83__radius__max__max,0.0
component_82__curvature__q3__min,0.0
component_87__radius__mean__mean,0.0
component_87__radius__mean__std,0.0
component_87__radius__mean__min,0.0
component_87__radius__mean__max,0.0
component_83__radius__max__min,0.0
component_87__radius__mean__count,0.0
component_83__radius__max__std,0.0
component_87__radius__sd__mean,0.0
component_83__radius__max__mean,0.0
component_87__radius__sd__std,0.0
component_87__radius__sd__min,0.0
component_87__radius__sd__max,0.0
component_87__radius__sd__count,0.0
component_87__radius__median__mean,0.0
component_87__radius__median__std,0.0
component_86__curvature__max__count,0.0
component_86__curvature__sd__min,0.0
component_83__curvature__mean__min,0.0
component_86__curvature__sd__max,0.0
component_86__curvature__sd__count,0.0
component_83__curvature__mean__std,0.0
component_86__curvature__median__mean,0.0
component_86__curvature__median__std,0.0
component_86__curvature__median__min,0.0
component_83__curvature__mean__mean,0.0
component_86__curvature__median__max,0.0
component_83__volume__count,0.0
component_86__curvature__median__count,0.0
component_83__volume__max,0.0
component_83__volume__min,0.0
component_83__volume__std,0.0
component_83__length__count,0.0
component_86__curvature__min__mean,0.0
component_86__curvature__min__std,0.0
component_86__curvature__min__min,0.0
component_86__curvature__min__max,0.0
component_86__curvature__min__count,0.0
component_83__tortuosity__count,0.0
component_83__tortuosity__max,0.0
component_86__curvature__q1__mean,0.0
component_83__tortuosity__min,0.0
component_86__curvature__q1__std,0.0
component_83__tortuosity__std,0.0
component_86__curvature__q1__min,0.0
component_86__curvature__q1__max,0.0
component_83__tortuosity__mean,0.0
component_86__curvature__q1__count,0.0
component_83__volume__mean,0.0
component_87__radius__q1__count,0.0
component_87__radius__q3__mean,0.0
component_87__radius__q3__std,0.0
component_87__radius__q3__min,0.0
component_83__radius__sd__std,0.0
component_87__radius__q3__max,0.0
component_83__radius__sd__mean,0.0
component_87__radius__q3__count,0.0
component_83__radius__mean__count,0.0
component_83__radius__mean__max,0.0
component_87__radius__max__mean,0.0
component_83__radius__mean__min,0.0
component_83__radius__mean__std,0.0
component_83__radius__mean__mean,0.0
component_82__curvature__max__count,0.0
component_87__radius__median__min,0.0
component_87__radius__max__std,0.0
component_87__radius__max__min,0.0
component_87__radius__max__max,0.0
component_82__curvature__max__min,0.0
component_87__radius__max__count,0.0
component_82__curvature__max__std,0.0
component_87__length__mean,0.0
component_82__curvature__max__mean,0.0
component_87__length__std,0.0
component_87__length__min,0.0
component_82__curvature__q3__count,0.0
component_87__length__max,0.0
component_87__length__count,0.0
component_82__curvature__q3__max,0.0
component_87__tortuosity__mean,0.0
component_82__curvature__max__max,0.0
component_83__radius__q3__count,0.0
component_83__radius__q3__max,0.0
component_83__radius__q3__min,0.0
component_87__radius__median__max,0.0
component_83__radius__q3__std,0.0
component_83__radius__q3__mean,0.0
component_83__radius__q1__count,0.0
component_87__radius__median__count,0.0
component_87__radius__min__mean,0.0
component_83__radius__q1__max,0.0
component_83__radius__q1__min,0.0
component_83__radius__q1__std,0.0
component_83__radius__q1__mean,0.0
component_87__radius__min__std,0.0
component_83__radius__min__count,0.0
component_87__radius__q1__max,0.0
component_87__radius__min__min,0.0
component_83__radius__min__min,0.0
component_87__radius__min__max,0.0
component_83__radius__min__std,0.0
component_83__radius__min__mean,0.0
component_83__radius__median__count,0.0
component_87__radius__q1__mean,0.0
component_83__radius__median__max,0.0
component_83__radius__median__min,0.0
component_83__radius__median__std,0.0
component_83__radius__median__mean,0.0
component_83__radius__sd__count,0.0
component_87__radius__q1__std,0.0
component_83__radius__sd__max,0.0
component_87__radius__q1__min,0.0
component_83__radius__min__max,0.0
component_69_bifurcation__angles__pair2__max,0.0
component_69_bifurcation__angles__pair2__count,0.0
component_69_bifurcation__angles__pair3__mean,0.0
component_69_bifurcation__angles__pair3__std,0.0
component_69_bifurcation__angles__pair3__min,0.0
component_69_bifurcation__angles__pair3__max,0.0
component_69_bifurcation__angles__pair3__count,0.0
component_90__radius__min__max,0.0
component_70__radius__mean__std,0.0
component_70__radius__mean__min,0.0
component_70__radius__mean__max,0.0
component_70__radius__mean__count,0.0
component_70__radius__sd__mean,0.0
component_70__radius__sd__std,0.0
component_70__radius__sd__min,0.0
component_70__radius__sd__max,0.0
component_70__radius__mean__mean,0.0
component_69__curvature__q3__std,0.0
component_69__curvature__q3__min,0.0
component_69__curvature__q3__max,0.0
component_69__curvature__q3__count,0.0
component_69__curvature__max__mean,0.0
component_69__curvature__max__std,0.0
component_69__curvature__max__min,0.0
component_69_bifurcation__angles__pair2__min,0.0
component_69__curvature__max__count,0.0
component_69_bifurcation__angles__pair1__mean,0.0
component_69_bifurcation__angles__pair1__std,0.0
component_69_bifurcation__angles__pair1__min,0.0
component_69_bifurcation__angles__pair1__max,0.0
component_69_bifurcation__angles__pair1__count,0.0
component_69_bifurcation__angles__pair2__mean,0.0
component_69_bifurcation__angles__pair2__std,0.0
component_69__curvature__max__max,0.0
component_70__radius__q3__max,0.0
component_70__radius__q3__count,0.0
component_70__radius__max__mean,0.0
component_70__radius__max__std,0.0
component_70__radius__max__min,0.0
component_70__radius__max__max,0.0
component_70__radius__max__count,0.0
component_70__radius__sd__count,0.0
component_70__length__std,0.0
component_70__length__min,0.0
component_70__length__max,0.0
component_70__length__count,0.0
component_70__tortuosity__mean,0.0
component_70__tortuosity__std,0.0
component_70__tortuosity__min,0.0
component_70__tortuosity__max,0.0
component_70__length__mean,0.0
component_70__radius__median__mean,0.0
component_70__radius__median__std,0.0
component_70__radius__median__min,0.0
component_70__radius__median__max,0.0
component_70__radius__median__count,0.0
component_70__radius__min__mean,0.0
component_70__radius__min__std,0.0
component_70__radius__min__min,0.0
component_70__radius__q3__min,0.0
component_70__radius__min__count,0.0
component_70__radius__q1__mean,0.0
component_70__radius__q1__std,0.0
component_70__radius__q1__min,0.0
component_70__radius__q1__max,0.0
component_70__radius__q1__count,0.0
component_70__radius__q3__mean,0.0
component_70__radius__q3__std,0.0
component_70__radius__min__max,0.0
component_69__radius__q1__max,0.0
component_69__radius__q1__count,0.0
component_69__radius__q3__mean,0.0
component_69__radius__q3__std,0.0
component_69__radius__q3__min,0.0
component_69__radius__q3__max,0.0
component_69__radius__q3__count,0.0
component_69__curvature__q3__mean,0.0
component_69__radius__max__std,0.0
component_69__radius__max__min,0.0
component_69__radius__max__max,0.0
component_69__radius__max__count,0.0
component_69__length__mean,0.0
component_69__length__std,0.0
component_69__length__min,0.0
component_69__length__max,0.0
component_69__radius__max__mean,0.0
component_69__radius__sd__mean,0.0
component_69__radius__sd__std,0.0
component_69__radius__sd__min,0.0
component_69__radius__sd__max,0.0
component_69__radius__sd__count,0.0
component_69__radius__median__mean,0.0
component_69__radius__median__std,0.0
component_69__radius__median__min,0.0
component_69__radius__q1__min,0.0
component_69__radius__median__count,0.0
component_69__radius__min__mean,0.0
component_69__radius__min__std,0.0
component_69__radius__min__min,0.0
component_69__radius__min__max,0.0
component_69__radius__min__count,0.0
component_69__radius__q1__mean,0.0
component_69__radius__q1__std,0.0
component_69__radius__median__max,0.0
component_69__curvature__sd__max,0.0
component_69__curvature__sd__count,0.0
component_69__curvature__median__mean,0.0
component_69__curvature__median__std,0.0
component_69__curvature__median__min,0.0
component_69__curvature__median__count,0.0
component_69__curvature__min__mean,0.0
component_69__length__count,0.0
component_69__curvature__min__min,0.0
component_69__curvature__min__max,0.0
component_69__curvature__min__count,0.0
component_69__curvature__q1__mean,0.0
component_69__curvature__q1__std,0.0
component_69__curvature__q1__min,0.0
component_69__curvature__q1__max,0.0
component_69__curvature__q1__count,0.0
component_69__curvature__min__std,0.0
component_69__tortuosity__mean,0.0
component_69__tortuosity__std,0.0
component_69__tortuosity__min,0.0
component_69__tortuosity__max,0.0
component_69__tortuosity__count,0.0
component_69__volume__mean,0.0
component_69__volume__std,0.0
component_69__volume__min,0.0
component_69__curvature__sd__min,0.0
component_69__volume__count,0.0
component_69__curvature__mean__mean,0.0
component_69__curvature__mean__std,0.0
component_69__curvature__mean__min,0.0
component_69__curvature__mean__max,0.0
component_69__curvature__mean__count,0.0
component_69__curvature__sd__mean,0.0
component_69__curvature__sd__std,0.0
component_69__volume__max,0.0
component_71__curvature__mean__mean,0.0
component_71__curvature__mean__std,0.0
component_71__curvature__mean__min,0.0
component_71__curvature__mean__max,0.0
component_71__curvature__mean__count,0.0
component_71__curvature__sd__mean,0.0
component_71__curvature__sd__std,0.0
component_70__tortuosity__count,0.0
component_71__curvature__sd__max,0.0
component_71__curvature__sd__count,0.0
component_71__curvature__median__mean,0.0
component_71__curvature__median__std,0.0
component_71__curvature__median__min,0.0
component_71__curvature__median__max,0.0
component_71__curvature__median__count,0.0
component_71__curvature__min__mean,0.0
component_71__curvature__sd__min,0.0
component_71__radius__max__std,0.0
component_71__radius__max__min,0.0
component_71__radius__max__max,0.0
component_71__radius__max__count,0.0
component_71__length__mean,0.0
component_71__length__min,0.0
component_71__length__count,0.0
component_71__volume__count,0.0
component_71__tortuosity__std,0.0
component_71__tortuosity__min,0.0
component_71__tortuosity__max,0.0
component_71__tortuosity__count,0.0
component_71__volume__mean,0.0
component_71__volume__std,0.0
component_71__volume__min,0.0
component_71__volume__max,0.0
component_71__tortuosity__mean,0.0
component_71_bifurcation__angles__pair1__std,0.0
component_71_bifurcation__angles__pair1__min,0.0
component_71_bifurcation__angles__pair1__max,0.0
component_71_bifurcation__angles__pair1__count,0.0
component_71_bifurcation__angles__pair2__mean,0.0
component_71_bifurcation__angles__pair2__std,0.0
component_71_bifurcation__angles__pair2__min,0.0
component_71__curvature__min__std,0.0
component_71_bifurcation__angles__pair2__count,0.0
component_71_bifurcation__angles__pair3__mean,0.0
component_71_bifurcation__angles__pair3__std,0.0
component_71_bifurcation__angles__pair3__min,0.0
component_71_bifurcation__angles__pair3__max,0.0
component_71_bifurcation__angles__pair3__count,0.0
component_72__radius__mean__mean,0.0
component_72__radius__mean__std,0.0
component_71_bifurcation__angles__pair2__max,0.0
component_71__curvature__min__min,0.0
component_71__curvature__min__max,0.0
component_71__curvature__min__count,0.0
component_71__curvature__q1__mean,0.0
component_71__curvature__q1__std,0.0
component_71__curvature__q1__min,0.0
component_71__curvature__q1__max,0.0
component_71__curvature__q1__count,0.0
component_71_bifurcation__angles__pair1__mean,0.0
component_71__curvature__q3__std,0.0
component_71__curvature__q3__min,0.0
component_71__curvature__q3__max,0.0
component_71__curvature__q3__count,0.0
component_71__curvature__max__std,0.0
component_71__curvature__max__min,0.0
component_71__curvature__max__max,0.0
component_71__curvature__max__count,0.0
component_71__curvature__q3__mean,0.0
component_70__curvature__median__max,0.0
component_70__curvature__median__count,0.0
component_70__curvature__min__mean,0.0
component_70__curvature__min__std,0.0
component_70__curvature__min__min,0.0
component_70__curvature__min__max,0.0
component_70__curvature__min__count,0.0
component_71__radius__max__mean,0.0
component_70__curvature__q1__std,0.0
component_70__curvature__q1__min,0.0
component_70__curvature__q1__max,0.0
component_70__curvature__q1__count,0.0
component_70__curvature__q3__mean,0.0
component_70__curvature__q3__std,0.0
component_70__curvature__q3__min,0.0
component_70__curvature__q3__max,0.0
component_70__curvature__q1__mean,0.0
component_70__volume__mean,0.0
component_70__volume__std,0.0
component_70__volume__min,0.0
component_70__volume__max,0.0
component_70__volume__count,0.0
component_70__curvature__mean__mean,0.0
component_70__curvature__mean__std,0.0
component_70__curvature__mean__min,0.0
component_70__curvature__median__min,0.0
component_70__curvature__mean__count,0.0
component_70__curvature__sd__mean,0.0
component_70__curvature__sd__std,0.0
component_70__curvature__sd__min,0.0
component_70__curvature__sd__max,0.0
component_70__curvature__sd__count,0.0
component_70__curvature__median__mean,0.0
component_70__curvature__median__std,0.0
component_70__curvature__mean__max,0.0
component_71__radius__median__count,0.0
component_71__radius__min__mean,0.0
component_71__radius__min__std,0.0
component_71__radius__min__min,0.0
component_71__radius__min__max,0.0
component_71__radius__min__count,0.0
component_71__radius__q1__mean,0.0
component_70__curvature__q3__count,0.0
component_71__radius__q1__min,0.0
component_71__radius__q1__max,0.0
component_71__radius__q1__count,0.0
component_71__radius__q3__mean,0.0
component_71__radius__q3__std,0.0
component_71__radius__q3__min,0.0
component_71__radius__q3__max,0.0
component_71__radius__q3__count,0.0
component_71__radius__q1__std,0.0
component_70__curvature__max__mean,0.0
component_70__curvature__max__std,0.0
component_70__curvature__max__min,0.0
component_70__curvature__max__max,0.0
component_70__curvature__max__count,0.0
component_71__radius__mean__mean,0.0
component_71__radius__mean__std,0.0
component_71__radius__mean__min,0.0
component_71__radius__median__max,0.0
component_71__radius__mean__count,0.0
component_71__radius__sd__mean,0.0
component_71__radius__sd__std,0.0
component_71__radius__sd__max,0.0
component_71__radius__sd__count,0.0
component_71__radius__median__mean,0.0
component_71__radius__median__std,0.0
component_71__radius__median__min,0.0
component_71__radius__mean__max,0.0
component_66__curvature__median__std,0.0
component_66__curvature__median__min,0.0
component_66__curvature__median__max,0.0
component_66__curvature__median__count,0.0
component_66__curvature__min__mean,0.0
component_66__curvature__min__std,0.0
component_66__curvature__min__min,0.0
component_69__radius__mean__count,0.0
component_66__curvature__q1__mean,0.0
component_66__curvature__q1__std,0.0
component_66__curvature__q1__min,0.0
component_66__curvature__q1__count,0.0
component_66__curvature__q3__mean,0.0
component_66__curvature__q3__std,0.0
component_66__curvature__q3__min,0.0
component_66__curvature__q3__max,0.0
component_66__curvature__min__max,0.0
component_66__tortuosity__count,0.0
component_66__volume__mean,0.0
component_66__volume__std,0.0
component_66__volume__min,0.0
component_66__volume__max,0.0
component_66__volume__count,0.0
component_66__curvature__mean__mean,0.0
component_66__curvature__median__mean,0.0
component_66__curvature__mean__min,0.0
component_66__curvature__mean__max,0.0
component_66__curvature__mean__count,0.0
component_66__curvature__sd__mean,0.0
component_66__curvature__sd__std,0.0
component_66__curvature__sd__min,0.0
component_66__curvature__sd__max,0.0
component_66__curvature__sd__count,0.0
component_66__curvature__mean__std,0.0
component_67__radius__median__count,0.0
component_67__radius__min__mean,0.0
component_67__radius__min__std,0.0
component_67__radius__min__min,0.0
component_67__radius__min__max,0.0
component_67__radius__min__count,0.0
component_67__radius__q1__mean,0.0
component_66__curvature__q3__count,0.0
component_67__radius__q1__min,0.0
component_67__radius__q1__max,0.0
component_67__radius__q1__count,0.0
component_67__radius__q3__mean,0.0
component_67__radius__q3__std,0.0
component_67__radius__q3__min,0.0
component_67__radius__q3__max,0.0
component_67__radius__q3__count,0.0
component_67__radius__q1__std,0.0
component_66__curvature__max__mean,0.0
component_66__curvature__max__std,0.0
component_66__curvature__max__min,0.0
component_66__curvature__max__max,0.0
component_66__curvature__max__count,0.0
component_67__radius__mean__mean,0.0
component_67__radius__mean__std,0.0
component_67__radius__mean__min,0.0
component_67__radius__median__max,0.0
component_67__radius__mean__count,0.0
component_67__radius__sd__mean,0.0
component_67__radius__sd__std,0.0
component_67__radius__sd__min,0.0
component_67__radius__sd__max,0.0
component_67__radius__sd__count,0.0
component_67__radius__median__mean,0.0
component_67__radius__median__std,0.0
component_67__radius__mean__max,0.0
component_65__curvature__q1__count,0.0
component_65__curvature__q3__mean,0.0
component_65__curvature__q3__std,0.0
component_65__curvature__q3__min,0.0
component_65__curvature__q3__max,0.0
component_65__curvature__q3__count,0.0
component_65__curvature__max__mean,0.0
component_66__tortuosity__max,0.0
component_65__curvature__max__min,0.0
component_65__curvature__max__max,0.0
component_65__curvature__max__count,0.0
component_66__radius__mean__mean,0.0
component_66__radius__mean__std,0.0
component_66__radius__mean__min,0.0
component_66__radius__mean__max,0.0
component_66__radius__mean__count,0.0
component_65__curvature__max__std,0.0
component_65__curvature__sd__mean,0.0
component_65__curvature__sd__std,0.0
component_65__curvature__sd__min,0.0
component_65__curvature__sd__max,0.0
component_65__curvature__sd__count,0.0
component_65__curvature__median__mean,0.0
component_65__curvature__median__min,0.0
component_65__curvature__median__max,0.0
component_65__curvature__q1__max,0.0
component_65__curvature__min__mean,0.0
component_65__curvature__min__std,0.0
component_65__curvature__min__min,0.0
component_65__curvature__min__max,0.0
component_65__curvature__min__count,0.0
component_65__curvature__q1__mean,0.0
component_65__curvature__q1__std,0.0
component_65__curvature__q1__min,0.0
component_65__curvature__median__count,0.0
component_66__radius__q3__std,0.0
component_66__radius__q3__min,0.0
component_66__radius__q3__max,0.0
component_66__radius__q3__count,0.0
component_66__radius__max__mean,0.0
component_66__radius__max__std,0.0
component_66__radius__max__min,0.0
component_66__radius__sd__mean,0.0
component_66__radius__max__count,0.0
component_66__length__std,0.0
component_66__length__min,0.0
component_66__length__max,0.0
component_66__length__count,0.0
component_66__tortuosity__mean,0.0
component_66__tortuosity__std,0.0
component_66__tortuosity__min,0.0
component_66__radius__max__max,0.0
component_66__radius__sd__std,0.0
