run_name,arm_name,model_family,split_mode,auc_mean,auc_std,status
clinical_plus_tumor_size__lr__cv,clinical_plus_tumor_size,lr,cv,0.5710268577915636,0.04587460419355369,ok
clinical_plus_tumor_size__rf__cv,clinical_plus_tumor_size,rf,cv,0.544770843447314,0.0602659254757791,ok
clinical_plus_tumor_size__xgb__cv,clinical_plus_tumor_size,xgb,cv,0.5265988118929295,0.044645315515502236,ok
clinical_plus_tumor_size_plus_kinematic__lr__cv,clinical_plus_tumor_size_plus_kinematic,lr,cv,0.586721495250907,0.041230490018400706,ok
clinical_plus_tumor_size_plus_kinematic__rf__cv,clinical_plus_tumor_size_plus_kinematic,rf,cv,0.5763923785982609,0.03782193643040672,ok
clinical_plus_tumor_size_plus_kinematic__xgb__cv,clinical_plus_tumor_size_plus_kinematic,xgb,cv,0.5620281634987517,0.05908602135468971,ok
clinical_plus_tumor_size_plus_vessel_all__lr__cv,clinical_plus_tumor_size_plus_vessel_all,lr,cv,0.5905513926102162,0.03394386300566698,ok
clinical_plus_tumor_size_plus_vessel_all__rf__cv,clinical_plus_tumor_size_plus_vessel_all,rf,cv,0.6034057586998763,0.03799576458431607,ok
clinical_plus_tumor_size_plus_vessel_all__xgb__cv,clinical_plus_tumor_size_plus_vessel_all,xgb,cv,0.6064163402398697,0.027645355962243743,ok
