arm_name,label,q3_baseline,q3_baseline_std,resampled,resampled_std,native_locked,native_locked_std,q3_baseline_delta,resampled_delta,native_locked_delta,resamp_vs_native
clinical_plus_tumor_size,clinical + tumor_size,0.5723514835279542,0.0411095419295197,0.6028578805049394,0.0651386313604445,0.5991321679556973,0.063857523171584,0.0,0.0,0.0,-0.003725712549242033
clinical_plus_tumor_size_plus_morph,+ morph,0.5908556890909831,0.0332722383198397,0.5891214455920338,0.0674950320369599,0.6025935149464562,0.0387629060261428,0.018504205563028897,-0.013736434912905549,0.00346134699075884,0.013472069354422356
clinical_plus_tumor_size_plus_graph,+ graph,0.588322370087076,0.0546069459781835,0.5806657439010381,0.0407799229023217,0.6057589531118943,0.0649752488152573,0.015970886559121822,-0.02219213660390129,0.006626785156196968,0.025093209210856227
clinical_plus_tumor_size_plus_kinematic,+ kinematic,0.5937376393258746,0.0429959265947073,0.5884434660905249,0.0497064397835044,0.5959613191966133,0.0658918145464538,0.02138615579792047,-0.01441441441441449,-0.0031708487590840218,0.007517853106088435
clinical_plus_tumor_size_plus_graph_plus_kinematic,+ graph + kinematic,0.5941450582627054,0.0513925749506758,0.579287895464366,0.0393260461984744,0.5838850903556785,0.0527755527815851,0.021793574734751187,-0.023569985040573393,-0.015247077600018866,0.004597194891312495
clinical_plus_tumor_size_plus_vessel_all,+ vessel_all,0.5964135422958952,0.0322597071394408,0.561270038034744,0.0362034305389671,0.577418504477328,0.0336522483633802,0.024062058767940986,-0.041587842470195424,-0.02171366347836934,0.016148466442584053
