arm,auc_mean,auc_std,ap_mean,ap_std,n_folds
XGBoost (interaction-aware),0.5813362395715337,0.060120416040709,0.388110968792355,0.05243870997642262,15
Elastic-net (marginal/linear),0.5983918719212836,0.05995573932610496,0.41620629163115735,0.04860726697168037,15
